StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Q1 ",Q2,Q3,QID49,QID50,QID51,QID52,QID54,QID55,QID71,QID56,QID57,QID58,QID59,QID60,QID61,QID62,QID63,QID64,QID65,QID72,QID66,QID67,QID68," "
2024-02-29 07:47:38,2024-02-29 07:49:37,IP Address,42.111.108.16,100,118,True,2024-02-29 07:49:38,R_4QB1hjcBAmSXAN5,,,,,19.0748,72.8856,anonymous,EN,Male,24-29,3,Classic Humus,Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Barbecue Chicken Pizza,Pesto Pasta,Cold Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-29 08:05:47,2024-02-29 08:09:17,IP Address,104.246.9.88,100,210,True,2024-02-29 08:09:17,R_5zaUzUab4zFslKV,,,,,40.8148,-74.1378,anonymous,EN,Female,36-40,3,,,,,,,,,,,,Garlic Bread,Caesar Salad,Broccoli Cheddar Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-29 07:58:06,2024-02-29 08:11:21,IP Address,106.197.13.234,100,795,True,2024-02-29 08:11:22,R_43sDr6EOyZ0BrK0,,,,,26.1206,91.6523,anonymous,EN,Male,Above 40,3,Dumplings,Caesar Salad,Slow-Cooker Vegetable Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,Gnocchi Tomato Sauce,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 08:28:22,2024-02-29 08:31:58,IP Address,49.37.72.229,100,215,True,2024-02-29 08:31:59,R_4BmmjKQvm4PGgaa,,,,,23.3426,85.3099,anonymous,EN,Female,18-23,4,,,,,,,,,,,,Garlic Bread,Kale Salad with Cranberries,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Peanut Butter & Jam Açaí,Iced Matcha,Espresso Martini,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-29 08:47:31,2024-02-29 08:51:11,IP Address,172.58.166.83,100,219,True,2024-02-29 08:51:11,R_5aDH4Q7TFKCWWKv,,,,,41.923,-87.7531,anonymous,EN,Male,18-23,2,,,,,,,,,,,,Dumplings,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Original Berry Açaí,Macchiato Iced Coffee,Dry Martini,Barbecue Chicken Pizza,Pesto Pasta,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 09:31:18,2024-02-29 09:32:21,IP Address,65.185.49.246,100,63,True,2024-02-29 09:32:22,R_1EDL6r2SawcBc3c,,,,,40.1834,-83.0912,anonymous,EN,Male,18-23,4,Garlic Bread,Classic Potato Salad,Bistro French Onion Soup,Grilled Cheese,Tropical Mango Açaí,Iced Matcha,Espresso Martini,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 09:32:17,2024-02-29 09:35:37,IP Address,117.243.235.114,100,200,True,2024-02-29 09:35:38,R_4JDdMNAxbon2Sug,,,,,28.6542,77.2373,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Dumplings,Kale Salad with Cranberries,Rustic Farmstand Veggie Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 09:46:04,2024-02-29 09:48:32,IP Address,104.28.103.16,100,148,True,2024-02-29 09:48:33,R_5tue6CHRopPAZ0t,,,,,41.85,-87.7165,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Kale Salad with Cranberries,Classic Tomato Soup,Mediterranean Veggie Sandwich,Vibrant Green Energy Smoothie Bowl,Bold Awakening Black Coffee,Espresso Martini,Original New York Style Pizza,Gnocchi Tomato Sauce,Crispy Stir-Fried Noodles with Soy Glaze,Classic Tiramisu
2024-02-29 09:46:50,2024-02-29 09:49:46,IP Address,49.205.252.62,100,175,True,2024-02-29 09:49:46,R_4wWK2O6Ra7PRp1T,,,,,17.3724,78.4378,anonymous,EN,Female,24-29,3,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Macchiato Iced Coffee,Mojito,Original New York Style Pizza,Gnocchi Tomato Sauce,Classic Ramen Noodles,Biscoff Banana Pudding
2024-02-29 10:07:38,2024-02-29 10:11:49,IP Address,49.36.139.159,100,250,True,2024-02-29 10:11:50,R_4pLOXGFjrb0JJte,,,,,28.6542,77.2373,anonymous,EN,Female,Above 40,3,Garlic Bread,Pasta Salad,Slow-Cooker Vegetable Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Iced Latte,Mojito,Margherita,Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 10:37:14,2024-02-29 10:40:35,IP Address,117.254.145.71,100,201,True,2024-02-29 10:40:36,R_4GZGblRAOrPB3zd,,,,,17.3724,78.4378,anonymous,EN,Male,Above 40,4,,,,,,,,,,,,Classic Humus,Caesar Salad,Broccoli Cheddar Soup,Bacon Lettuce Tomato Wrap,Original Berry Açaí,Traditional Vietnamese Coffee,Whiskey Sour,Hawaiian Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Biscoff Banana Pudding
2024-02-29 11:41:00,2024-02-29 11:46:41,IP Address,42.108.65.37,100,340,True,2024-02-29 11:46:42,R_43dvcXZh5PcDn8J,,,,,28.6542,77.2373,anonymous,EN,Female,24-29,3,Garlic Bread,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Iced Matcha,Mojito,Original New York Style Pizza,Spaghetti Carbonara,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 11:58:25,2024-02-29 12:01:17,IP Address,42.106.240.24,100,172,True,2024-02-29 12:01:18,R_4UqRMyW4xQlKDhD,,,,,19.0748,72.8856,anonymous,EN,Female,18-23,3,Classic Humus,Caesar Salad,Classic Tomato Soup,Grilled Cheese,Tropical Mango Açaí,Macchiato Iced Coffee,Espresso Martini,Margherita,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 11:59:29,2024-02-29 12:02:53,IP Address,49.36.43.239,100,204,True,2024-02-29 12:02:54,R_45ajaW4C234GvoB,,,,,21.1161,79.0706,anonymous,EN,Male,24-29,3,Bruschetta,Pasta Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Macchiato Iced Coffee,Espresso Martini,Original New York Style Pizza,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 12:11:05,2024-02-29 12:13:11,IP Address,182.69.180.202,100,125,True,2024-02-29 12:13:12,R_4oUabLskEtmtvqA,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Mojito,Original New York Style Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 12:55:20,2024-02-29 12:58:28,IP Address,49.36.177.250,100,187,True,2024-02-29 12:58:29,R_4ZQ68H0kxAfEjsL,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,4,,,,,,,,,,,,Dumplings,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Dry Martini,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-29 13:57:32,2024-02-29 13:59:25,IP Address,122.161.74.154,100,113,True,2024-02-29 13:59:25,R_6ojPZbPA6Ik8PKK,,,,,28.6542,77.2373,anonymous,EN,Male,18-23,3,Garlic Bread,Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 14:00:08,2024-02-29 14:02:28,IP Address,115.99.112.145,100,139,True,2024-02-29 14:02:28,R_47yoyslBDi2OmQ1,,,,,12.9634,77.5855,anonymous,EN,Female,18-23,2,Bruschetta,Caesar Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Macchiato Iced Coffee,Mojito,Pepperoni & Cheese Pizza,Pesto Pasta,Staple Pad Thai Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-02-29 14:10:58,2024-02-29 14:13:29,IP Address,152.58.148.190,100,150,True,2024-02-29 14:13:29,R_44HjBEpxanEQ5Ls,,,,,20.2706,85.8334,anonymous,EN,Male,36-40,2,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Broccoli Cheddar Soup,Mediterranean Veggie Sandwich,Vibrant Green Energy Smoothie Bowl,Iced Latte,Whiskey Sour,Pepperoni & Cheese Pizza,Pesto Pasta,Crispy Stir-Fried Noodles with Soy Glaze,Lemon Pudding
2024-02-29 15:01:42,2024-02-29 15:07:53,IP Address,128.148.205.28,100,370,True,2024-02-29 15:07:53,R_1C1i3pPzRoFEYoS,,,,,41.8244,-71.408,anonymous,EN,Other,18-23,2,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Original Berry Açaí,Iced Matcha,Espresso Martini,Hawaiian Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Crispy Stir-Fried Noodles with Soy Glaze,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-29 18:38:15,2024-02-29 18:43:05,IP Address,106.193.136.96,100,289,True,2024-02-29 18:43:06,R_4lWG8bUh8BzGPeu,,,,,19.0748,72.8856,anonymous,EN,Male,Above 40,2,,,,,,,,,,,,Dumplings,Caesar Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Bold Awakening Black Coffee,Mojito,Barbecue Chicken Pizza,Pesto Pasta,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-29 20:37:26,2024-02-29 20:39:21,IP Address,223.228.194.5,100,114,True,2024-02-29 20:39:21,R_47N7U2h8wuqf4oV,,,,,28.6542,77.2373,anonymous,EN,Male,24-29,5,,,,,,,,,,,,Classic Humus,Caesar Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Bold Awakening Black Coffee,Whiskey Sour,Barbecue Chicken Pizza,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-29 23:56:33,2024-03-01 00:05:19,IP Address,49.43.97.192,100,525,True,2024-03-01 00:05:19,R_4d6lGsKiER33Baq,,,,,30.7339,76.7889,anonymous,EN,Male,18-23,2,Dumplings,Pasta Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Traditional Vietnamese Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,Pesto Pasta,Staple Pad Thai Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-03-01 01:13:31,2024-03-01 01:14:57,IP Address,103.211.52.56,100,86,True,2024-03-01 01:14:58,R_4JJlXnFgEaRPxex,,,,,28.652,77.1663,anonymous,EN,Male,24-29,4,Classic Humus,Kale Salad with Cranberries,Classic Tomato Soup,Classic Shawarma Wrap,Original Berry Açaí,Iced Latte,Mojito,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Lemon Pudding,,,,,,,,,,,
2024-03-01 05:08:05,2024-03-01 05:10:39,IP Address,152.58.3.182,100,154,True,2024-03-01 05:10:40,R_4MLlRUXKpI6iR0C,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Classic Humus,Tomato Couscous Salad,Classic Tomato Soup,Classic Shawarma Wrap,The Almond Butter Açaí Bowl,Iced Matcha,Whiskey Sour,Original New York Style Pizza,Gnocchi Tomato Sauce,Cold Noodles,Classic Tiramisu
2024-03-01 08:41:33,2024-03-01 08:44:08,IP Address,122.162.144.224,100,154,True,2024-03-01 08:44:09,R_4covVgTVNhiurkI,,,,,28.652,77.1663,anonymous,EN,Male,Above 40,3,Garlic Bread,Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Green Smoothie Bowl,Black Coffee,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-03-01 21:42:50,2024-03-01 21:46:04,IP Address,24.91.175.189,100,194,True,2024-03-01 21:46:05,R_6fMCRxbhEpC1CF2,,,,,42.3634,-71.0713,anonymous,EN,Female,24-29,4,Classic Humus,Kale Salad with Cranberries,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Black Coffee,Espresso Martini,Hawaiian Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
